<DATE>;<TIME>;<LAST>;<VOL>;<ID>;<OPER>
09/10/20;23:00:00;76.7148000;76.8252900;76.7013000;76.8050000;37694
10/10/20;00:00:00;76.8120900;76.8168500;76.6430000;76.7743000;11460
10/10/20;01:00:00;76.7737000;76.8098000;76.7737000;76.7757000;12
10/10/20;02:00:00;76.7342000;76.7342000;76.6430000;76.7342000;8
11/10/20;22:00:00;76.9350000;76.9350000;76.9350000;76.9350000;1
11/10/20;23:00:00;76.9071000;76.9071000;76.6430000;76.6430000;11
12/10/20;00:00:00;76.9160000;76.9160000;76.9160000;76.9160000;1
12/10/20;01:00:00;76.9350000;76.9398000;76.6041000;76.9221000;74
12/10/20;02:00:00;76.9002000;76.9395000;76.5920000;76.8782000;278
12/10/20;03:00:00;76.8799000;76.8813000;76.5370000;76.6170000;555
12/10/20;04:00:00;76.8333000;77.0650000;76.5630000;76.8475000;914
12/10/20;05:00:00;76.9135000;76.9824000;76.5910000;76.9585000;390
12/10/20;06:00:00;76.9600000;76.9692000;76.5260000;76.9676000;66
12/10/20;07:00:00;76.9799000;76.9799000;76.5620000;76.9566000;291
12/10/20;08:00:00;76.9559000;77.0009000;76.5470000;76.7840000;907
12/10/20;09:00:00;76.9214000;76.9305000;76.6650000;76.8129000;576
12/10/20;10:00:00;76.8074000;77.0008000;76.6110000;76.9152000;2018
12/10/20;11:00:00;76.9287000;77.1431400;76.8134000;76.9557000;106692
12/10/20;12:00:00;76.9860000;77.2017500;76.8281000;77.0969000;134944
12/10/20;13:00:00;77.0965000;77.2545000;77.0125000;77.1334000;127528
12/10/20;14:00:00;77.1490000;77.1938000;76.9605000;77.0625000;111690
12/10/20;15:00:00;77.0222000;77.2144300;76.8928000;76.9175000;111446
12/10/20;16:00:00;76.9177000;77.0450100;76.8214000;76.9525000;65800
12/10/20;17:00:00;76.9530000;77.1559900;76.8845000;77.0775000;88468
12/10/20;18:00:00;77.0775000;77.1488100;76.9710000;77.0263000;82461
12/10/20;19:00:00;77.0262000;77.1371400;76.9844000;77.0802000;71385
12/10/20;20:00:00;77.1250000;77.1749900;76.9579000;77.0630000;70573
12/10/20;21:00:00;77.0520000;77.1212000;76.9752000;77.0325000;24029
12/10/20;22:00:00;77.0425000;77.0936200;76.9850000;77.0625000;38203
12/10/20;23:00:00;77.0650000;77.1260000;76.9925000;77.1108000;27251
13/10/20;00:00:00;77.1010000;77.1618100;76.7600000;76.9926000;7629
13/10/20;01:00:00;76.9788000;77.1490000;76.7350000;76.9320000;482
13/10/20;02:00:00;77.1240000;77.1240000;76.6980000;77.0273000;370
13/10/20;03:00:00;77.0175000;77.0366000;76.6980000;77.0364000;474
13/10/20;04:00:00;77.0411000;77.1343000;76.6870000;77.0902000;1409
13/10/20;05:00:00;77.0691000;77.1364000;76.8080000;76.8610000;1193
13/10/20;06:00:00;76.9180000;77.1110000;76.8200000;77.1050000;877
13/10/20;07:00:00;76.9660000;77.3316000;76.8640000;76.9720000;1195
13/10/20;08:00:00;76.9800000;77.3011000;76.8240000;77.1098000;2290
13/10/20;09:00:00;77.1085000;77.2502000;76.6870000;77.0900000;1141
13/10/20;10:00:00;77.1864000;77.2650000;76.6870000;77.1826000;1668
13/10/20;11:00:00;77.1781000;77.4250000;77.1580000;77.2472000;163274
13/10/20;12:00:00;77.2473000;77.3260400;77.0085000;77.1358000;162609
13/10/20;13:00:00;77.1450000;77.1975500;76.9471000;77.0322000;136497
13/10/20;14:00:00;77.0450000;77.1120100;76.9338000;76.9875000;108617
13/10/20;15:00:00;76.9444000;77.0811500;76.8049000;76.9167000;123472
13/10/20;16:00:00;76.9167000;77.1442000;76.8701000;77.1227100;114062
13/10/20;17:00:00;77.1063000;77.2940700;77.0323000;77.1850000;152502
13/10/20;18:00:00;77.1850000;77.2750000;77.0510000;77.0926000;150615
13/10/20;19:00:00;77.0927000;77.1496100;76.9828000;77.1170000;52461
13/10/20;20:00:00;77.0711000;77.1752600;76.9504000;76.9910000;43939
13/10/20;21:00:00;77.0025000;77.0920000;76.9396000;77.0750000;45925
13/10/20;22:00:00;77.0882300;77.0935600;76.9592000;77.0825000;41727
13/10/20;23:00:00;77.0858000;77.1340500;76.9506000;77.0560000;16343
14/10/20;00:00:00;77.0500000;77.0700000;76.8970000;76.9510000;8793
14/10/20;01:00:00;77.0237000;77.0586000;76.7570000;76.9400000;374
14/10/20;02:00:00;77.0241000;77.0531000;76.9160000;76.9470000;286
14/10/20;03:00:00;76.9360000;77.0526000;76.8950000;77.0508000;168
14/10/20;04:00:00;77.0250000;77.0632000;76.9200000;76.9530000;493
14/10/20;05:00:00;76.9520000;77.0900000;76.9250000;77.0700000;902
14/10/20;06:00:00;76.9820000;77.0882000;76.7570000;77.0425000;1062
14/10/20;07:00:00;77.0424000;77.1733000;76.9490000;77.1565000;886
14/10/20;08:00:00;77.1161000;77.1693000;76.9500000;77.1595000;694
14/10/20;09:00:00;77.1411000;77.1753000;76.9920000;77.0670000;1204
14/10/20;10:00:00;77.0920000;77.2260000;77.0150000;77.1121000;2653
14/10/20;11:00:00;77.1050000;77.3910000;77.0700000;77.2799000;121721
14/10/20;12:00:00;77.2900000;77.3100000;77.0443000;77.1179000;111131
14/10/20;13:00:00;77.1550000;77.2614200;77.0788000;77.2100000;103698
14/10/20;14:00:00;77.2100000;77.6150000;77.1421000;77.5300000;111635
14/10/20;15:00:00;77.5300000;77.5613700;77.3431000;77.3872100;101594
14/10/20;16:00:00;77.3859000;77.4380000;77.2023000;77.3025000;85598
14/10/20;17:00:00;77.3025000;77.3995100;77.2281000;77.3650000;60291
14/10/20;18:00:00;77.3680000;77.5026400;77.2581000;77.4400000;83372
14/10/20;19:00:00;77.4425000;77.6248100;77.3577000;77.5917000;72798
14/10/20;20:00:00;77.6000000;77.7342000;77.5212000;77.6291000;42752
14/10/20;21:00:00;77.6298000;77.6464300;77.4898000;77.5725000;39150
14/10/20;22:00:00;77.5730000;77.6580000;77.5215000;77.5786000;58391
14/10/20;23:00:00;77.5786000;77.6350000;77.5338000;77.6220000;26263
15/10/20;00:00:00;77.6224000;78.2880000;77.5750000;77.5860000;10278
15/10/20;01:00:00;77.7534000;77.7847000;77.4290000;77.5240000;743
15/10/20;02:00:00;77.5250000;77.8287000;77.5230000;77.7473000;537
15/10/20;03:00:00;77.8000000;77.8001000;77.5070000;77.7483000;256
15/10/20;04:00:00;77.7875000;77.8351000;77.5660000;77.6260000;762
15/10/20;05:00:00;77.7729000;78.0400000;77.5790000;77.9322000;607
15/10/20;06:00:00;77.9164000;77.9942000;77.5210000;77.9796000;453
15/10/20;07:00:00;77.9814000;78.0092000;77.6260000;77.9684000;484
15/10/20;08:00:00;77.6450000;78.0851000;77.4060000;77.7585000;997
15/10/20;09:00:00;77.7362000;77.9950000;77.3910000;77.5950000;1109
15/10/20;10:00:00;77.5950000;78.0950000;77.5120000;77.9430000;2720
15/10/20;11:00:00;77.9388000;78.0400200;77.7974000;77.8220000;147835
15/10/20;12:00:00;77.8222000;78.1760000;77.8162000;78.0535000;163434
15/10/20;13:00:00;78.0925000;78.1400000;77.9274000;77.9738000;133284
15/10/20;14:00:00;78.0150000;78.1027900;77.8014000;77.9150000;130733
15/10/20;15:00:00;77.8862000;78.1800000;77.8364000;78.0466000;119827
15/10/20;16:00:00;78.0466000;78.2295700;78.0236000;78.1549000;133059
15/10/20;17:00:00;78.1549000;78.2927400;78.0660000;78.0994000;114274
15/10/20;18:00:00;78.0994000;78.3234100;78.0896000;78.2493000;66508
15/10/20;19:00:00;78.2976900;78.4274800;78.1727000;78.4089000;72734
15/10/20;20:00:00;78.4146700;78.4623000;78.2307000;78.2426000;53214
15/10/20;21:00:00;78.2427000;78.3008700;78.0285000;78.0810000;53181
15/10/20;22:00:00;78.0842000;78.1512200;77.9779000;78.1356800;32311
15/10/20;23:00:00;78.1356800;78.1365200;77.9799000;78.0500000;29908
16/10/20;00:00:00;78.0500000;78.0970000;77.8220000;78.0002000;7994
16/10/20;01:00:00;77.9912000;78.1400000;77.6250000;77.9776000;161
16/10/20;02:00:00;77.9528000;77.9941000;77.8300000;77.9777000;229
16/10/20;03:00:00;77.9569000;77.9881000;77.8060000;77.9738000;265
16/10/20;04:00:00;77.9558000;77.9903000;77.7650000;77.9160000;489
16/10/20;05:00:00;77.7660000;78.0265000;77.7650000;77.8950000;502
16/10/20;06:00:00;77.8950000;78.0555000;77.8830000;78.0204000;188
16/10/20;07:00:00;77.9050000;78.0909000;77.8970000;78.0833000;1695
16/10/20;08:00:00;78.0462000;78.0813000;77.8790000;78.0768000;523
16/10/20;09:00:00;78.0171000;78.1063000;77.9000000;78.0440000;756
16/10/20;10:00:00;77.9960000;78.3250000;77.7800000;78.0727000;1934
16/10/20;11:00:00;78.0708000;78.2180000;77.8010000;77.8800000;120746
16/10/20;12:00:00;77.8521000;77.9876300;77.8217000;77.8734000;92838
16/10/20;13:00:00;77.8744000;78.2463100;77.8670000;78.1925000;121216
16/10/20;14:00:00;78.1459000;78.3627200;77.9753000;78.0850000;133988
16/10/20;15:00:00;78.0980000;78.1810000;77.9257000;77.9472000;97422
16/10/20;16:00:00;77.9472000;78.0550000;77.8501000;77.9452000;113161
16/10/20;17:00:00;77.9454000;78.2191500;77.9221000;78.0582000;134857
16/10/20;18:00:00;78.0449000;78.0683000;77.8512000;77.9125000;138303
16/10/20;19:00:00;77.8691000;77.9163000;77.6940000;77.8811100;104547
16/10/20;20:00:00;77.8362000;77.9831000;77.7995000;77.8508000;67145
16/10/20;21:00:00;77.8508000;77.9463300;77.8110000;77.8841800;43696
16/10/20;22:00:00;77.8342000;77.9328200;77.7994000;77.8267000;73355
16/10/20;23:00:00;77.8267000;77.9214900;77.7871000;77.8925000;74618
17/10/20;00:00:00;77.8990000;77.9860000;77.7190000;77.9160000;12107
17/10/20;01:00:00;77.9150000;77.9150000;77.7380000;77.8215000;14
18/10/20;22:00:00;77.7650000;77.7650000;77.7650000;77.7650000;1
18/10/20;23:00:00;77.8431000;77.8464000;77.8431000;77.8464000;6
19/10/20;00:00:00;77.7380000;77.7650000;77.5880000;77.7650000;6
19/10/20;01:00:00;77.7079000;77.8377000;77.4626000;77.8291000;73
19/10/20;02:00:00;77.8287000;77.9400000;77.5398000;77.7905000;265
19/10/20;03:00:00;77.7140000;77.8260000;77.5375000;77.7570000;79
19/10/20;04:00:00;77.5535000;77.8878000;77.5388000;77.7146000;722
19/10/20;05:00:00;77.7138000;77.8979000;77.3560000;77.5600000;617
19/10/20;06:00:00;77.7334000;77.7468000;77.5490000;77.7283000;830
19/10/20;07:00:00;77.7285000;77.8698000;77.5440000;77.7360000;926
19/10/20;08:00:00;77.7360000;77.9675000;77.5580000;77.8570000;931
19/10/20;09:00:00;77.9380000;77.9380000;77.7690000;77.8140000;379
19/10/20;10:00:00;77.8587000;78.1515000;77.7160000;78.0196000;4890
19/10/20;11:00:00;78.0194000;78.0397400;77.7040000;77.9968500;107743
19/10/20;12:00:00;77.9950000;78.0661000;77.7642000;77.8393000;105357
19/10/20;13:00:00;77.8800000;77.8851000;77.6081000;77.7025000;112344
19/10/20;14:00:00;77.7025000;77.7239000;77.5366000;77.5553000;86446
19/10/20;15:00:00;77.5555000;77.6902300;77.4852000;77.5575000;92407
19/10/20;16:00:00;77.5631500;77.7748200;77.5011000;77.6998000;96487
19/10/20;17:00:00;77.7100000;77.7916600;77.5286000;77.5900000;115335
19/10/20;18:00:00;77.5993000;77.7441500;77.4081000;77.4253000;157456
19/10/20;19:00:00;77.4252000;77.5783000;77.3698000;77.5460400;76887
19/10/20;20:00:00;77.5316000;77.6000000;77.4747000;77.5590000;81019
19/10/20;21:00:00;77.5600000;77.6206000;77.4596000;77.5800000;68451
19/10/20;22:00:00;77.5677000;77.8660000;77.5304000;77.8058000;59369
19/10/20;23:00:00;77.8481000;77.9100000;77.6745000;77.7625000;52665
20/10/20;00:00:00;77.7630000;77.9470000;77.4720000;77.9470000;13593
20/10/20;01:00:00;77.7714000;77.7945000;77.3520000;77.6227000;102
20/10/20;02:00:00;77.4500000;77.6505000;77.2400000;77.2780000;713
20/10/20;03:00:00;77.5625000;77.6368000;77.2760000;77.5946000;1694
20/10/20;04:00:00;77.5941000;77.7442000;77.2230000;77.6942000;677
20/10/20;05:00:00;77.5870000;77.7328000;77.4940000;77.7120000;920
20/10/20;06:00:00;77.5650000;77.7677000;77.4480000;77.7246000;1490
20/10/20;07:00:00;77.5780000;77.8227000;77.5070000;77.5260000;949
20/10/20;08:00:00;77.6590000;77.7941000;77.5210000;77.5440000;870
20/10/20;09:00:00;77.7430000;77.7527000;77.4640000;77.5480000;1483
20/10/20;10:00:00;77.6120000;77.7308000;77.4710000;77.7144000;1311
20/10/20;11:00:00;77.7159000;77.9069300;77.6095000;77.7174000;136280
20/10/20;12:00:00;77.7174000;77.8595100;77.6481000;77.8400000;122600
20/10/20;13:00:00;77.8034000;77.9614400;77.7378000;77.9150000;113844
20/10/20;14:00:00;77.8752000;77.9420100;77.7184000;77.7775000;109780
20/10/20;15:00:00;77.8100000;77.9670200;77.7180000;77.8150000;80655
20/10/20;16:00:00;77.8150000;78.0689000;77.7941000;77.9225000;81096
20/10/20;17:00:00;77.9225000;77.9529400;77.6651000;77.7200000;90661
20/10/20;18:00:00;77.7066000;77.7320300;77.3869000;77.4996000;127920
20/10/20;19:00:00;77.5308000;77.5941400;77.2913000;77.4150000;75149
20/10/20;20:00:00;77.4170000;77.4444200;77.2430000;77.3257000;62808
20/10/20;21:00:00;77.3256000;77.3893400;77.2733000;77.2932000;63203
20/10/20;22:00:00;77.2932000;77.3753100;77.2252000;77.3197000;60738
20/10/20;23:00:00;77.3716800;77.4033400;77.2743000;77.3519000;56561
21/10/20;00:00:00;77.3510000;77.3620000;77.1280000;77.2542000;8769
21/10/20;01:00:00;77.2385000;77.4083000;77.0750000;77.3638000;288
21/10/20;02:00:00;77.2700000;77.3556000;77.1830000;77.2060000;490
21/10/20;03:00:00;77.3025000;77.3359000;77.1730000;77.2907000;449
21/10/20;04:00:00;77.3028000;77.3088000;77.1340000;77.2057000;1003
21/10/20;05:00:00;77.2006000;77.2930000;77.1710000;77.1800000;1153
21/10/20;06:00:00;77.1800000;77.2921000;77.1800000;77.1970000;725
21/10/20;07:00:00;77.1930000;77.3400000;77.1850000;77.3036000;775
21/10/20;08:00:00;77.3025000;77.3064000;77.1510000;77.2698000;820
21/10/20;09:00:00;77.2180000;77.2807000;77.1650000;77.1820000;860
21/10/20;10:00:00;77.2449000;77.2800000;77.0045000;77.0820000;1775
21/10/20;11:00:00;77.0974000;77.2121100;76.8084000;76.8309000;145348
21/10/20;12:00:00;76.8308000;77.1798100;76.8162000;77.1137000;125180
21/10/20;13:00:00;77.0700000;77.1425000;76.9649000;77.0900000;95463
21/10/20;14:00:00;77.0994300;77.1205100;76.9792000;77.0650000;78916
21/10/20;15:00:00;77.0503000;77.3030200;77.0143000;77.2114000;91297
21/10/20;16:00:00;77.2113000;77.2666200;76.9187000;77.0034100;122587
21/10/20;17:00:00;76.9540000;77.1060000;76.7005000;76.7925000;123936
21/10/20;18:00:00;76.7925000;76.8175000;76.5072000;76.6600000;121657
21/10/20;19:00:00;76.6938000;76.8623000;76.6435000;76.7433400;63704
21/10/20;20:00:00;76.6945000;76.8326800;76.6160000;76.7695000;92870
21/10/20;21:00:00;76.7693000;76.8758200;76.7282000;76.8218800;31071
21/10/20;22:00:00;76.7731000;76.8300000;76.6825000;76.7550000;42617
21/10/20;23:00:00;76.7550000;76.8060900;76.7150000;76.7900000;27647
22/10/20;00:00:00;76.7900000;76.7963100;76.6179000;76.7325000;6813
22/10/20;01:00:00;76.7229000;76.7779000;76.6404000;76.7124000;93
22/10/20;02:00:00;76.6776000;76.7376000;76.6588000;76.7376000;67
22/10/20;03:00:00;76.7068000;76.7239000;76.6722000;76.6925000;113
22/10/20;04:00:00;76.6944000;76.8150000;76.6625000;76.7218000;361
22/10/20;05:00:00;76.7118000;76.8600000;76.6916000;76.8050000;208
22/10/20;06:00:00;76.7950000;76.9043000;76.7764000;76.8791000;158
22/10/20;07:00:00;76.8618000;76.9810000;76.8618000;76.9215000;193
22/10/20;08:00:00;76.9180000;77.7488000;76.8880000;77.1500000;1437
22/10/20;09:00:00;77.4380000;78.0680000;76.9020000;76.9511000;3624
22/10/20;10:00:00;76.9323000;76.9575000;76.7329000;76.8974000;872
22/10/20;11:00:00;76.8856000;77.2331700;76.8583000;76.9675000;125279
22/10/20;12:00:00;76.9271000;77.1600600;76.9111000;77.0392000;134023
22/10/20;13:00:00;77.0393000;77.0946600;76.8773000;76.9520100;106884
22/10/20;14:00:00;76.9475000;77.0404600;76.7840000;76.8591700;103478
22/10/20;15:00:00;76.8098000;76.9454500;76.7248000;76.8400000;118412
22/10/20;16:00:00;76.8400000;76.9019600;76.6440000;76.7214000;101360
22/10/20;17:00:00;76.7211000;76.7855700;76.3824000;76.4600000;110718
22/10/20;18:00:00;76.4875000;76.7391600;76.4453000;76.4975000;81992
22/10/20;19:00:00;76.5031100;76.6280600;76.3510000;76.4071100;90070
22/10/20;20:00:00;76.4025000;76.5121800;76.3239000;76.4000000;46223
22/10/20;21:00:00;76.4021800;76.5508600;76.3310000;76.4900000;42008
22/10/20;22:00:00;76.4905000;76.7091700;76.4764000;76.5550000;62893
22/10/20;23:00:00;76.5620000;76.6515500;76.5032000;76.5925000;24306
23/10/20;00:00:00;76.5925000;76.6621800;76.3750000;76.5824000;13151
23/10/20;01:00:00;76.5950000;76.6863000;76.2980000;76.5738000;187
23/10/20;02:00:00;76.5575000;76.5908000;76.3420000;76.5651000;197
23/10/20;03:00:00;76.4020000;76.6085000;76.3360000;76.5371000;190
23/10/20;04:00:00;76.5282000;76.6693000;76.4070000;76.4120000;343
23/10/20;05:00:00;76.4120000;76.6956000;76.3910000;76.6110000;238
23/10/20;06:00:00;76.6160000;76.6973000;76.4780000;76.6727000;233
23/10/20;07:00:00;76.5490000;76.7245000;76.4830000;76.5140000;255
23/10/20;08:00:00;76.5140000;76.7815000;76.4040000;76.6671000;358
23/10/20;09:00:00;76.6394000;76.7759000;76.3000000;76.3250000;791
23/10/20;10:00:00;76.5578000;76.8371000;76.3000000;76.7450000;1595
23/10/20;11:00:00;76.7601600;76.8813700;76.3418000;76.3600000;151428
23/10/20;12:00:00;76.3608000;76.4495700;76.0636000;76.2289000;159587
23/10/20;13:00:00;76.2290000;76.3995300;76.1588000;76.3126000;119974
23/10/20;14:00:00;76.3127000;76.4100000;76.2345000;76.3007000;99518
23/10/20;15:00:00;76.3425000;76.5131800;76.2882000;76.4249000;101299
23/10/20;16:00:00;76.4675000;76.5730000;76.3568000;76.4308000;100853
23/10/20;17:00:00;76.4307000;76.4950000;76.2491000;76.2999000;130349
23/10/20;18:00:00;76.2997000;76.4421100;76.1446000;76.1859000;110105
23/10/20;19:00:00;76.2209000;76.2673800;76.0803000;76.0858000;94054
23/10/20;20:00:00;76.1300000;76.3460900;76.0687000;76.3242600;56726
23/10/20;21:00:00;76.3253100;76.3969500;76.1600000;76.2375000;33206
23/10/20;22:00:00;76.2375000;76.2607000;76.0910000;76.1750000;40566
23/10/20;23:00:00;76.1636000;76.1880000;76.0736000;76.1425000;21104
24/10/20;00:00:00;76.1425000;76.3059000;76.0380000;76.0400000;11876
24/10/20;01:00:00;76.2109000;76.2175000;76.1010000;76.2175000;12
25/10/20;20:00:00;76.2150000;76.2150000;76.2150000;76.2150000;6
25/10/20;21:00:00;76.1010000;76.1010000;76.1010000;76.1010000;1
25/10/20;22:00:00;75.9150000;76.1010000;75.9150000;76.0150000;3
25/10/20;23:00:00;75.9150000;76.2150000;75.9150000;76.2150000;3
26/10/20;00:00:00;76.2251000;76.2290000;76.1865000;76.1865000;8
26/10/20;01:00:00;76.1966000;76.2400000;75.9730000;76.0910000;357
26/10/20;02:00:00;76.1872000;76.2549000;76.0550000;76.2549000;294
26/10/20;03:00:00;76.1420000;76.2906000;76.0690000;76.2569000;398
26/10/20;04:00:00;76.1420000;76.2822000;76.1190000;76.1530000;506
26/10/20;05:00:00;76.1420000;76.2787000;76.1420000;76.2120000;377
26/10/20;06:00:00;76.2130000;76.3367000;76.1420000;76.1910000;366
26/10/20;07:00:00;76.1910000;76.4400000;76.1420000;76.4274000;517
26/10/20;08:00:00;76.4288000;76.5283000;76.2560000;76.5283000;17
26/10/20;09:00:00;76.3860000;76.5635000;76.2100000;76.4290000;284
26/10/20;10:00:00;76.5027000;76.5807000;76.4210000;76.5230000;563
26/10/20;11:00:00;76.5412000;76.5609800;76.2789000;76.4076000;138552
26/10/20;12:00:00;76.4087000;76.5164800;76.3229000;76.3847000;154615
26/10/20;13:00:00;76.3977000;76.5150300;76.3334000;76.4534000;121050
26/10/20;14:00:00;76.4534000;76.6150000;76.4091000;76.4199000;121842
26/10/20;15:00:00;76.4625000;76.5130400;76.3890000;76.4204000;96736
26/10/20;16:00:00;76.4204000;76.5207100;76.3057000;76.4039000;110116
26/10/20;17:00:00;76.4038000;76.4722200;75.9834000;76.0570000;163077
26/10/20;18:00:00;76.0570000;76.1823700;75.9605000;76.1234000;114180
26/10/20;19:00:00;76.1325000;76.2626900;76.0364000;76.1771000;72427
26/10/20;20:00:00;76.1900000;76.4608000;76.0670000;76.3974000;62779
26/10/20;21:00:00;76.3974000;76.6123700;76.3020000;76.4600000;56999
26/10/20;22:00:00;76.4623700;76.4868700;76.3460000;76.3960000;53235
26/10/20;23:00:00;76.3899000;76.4188100;76.2999000;76.3654800;43444
27/10/20;00:00:00;76.3600000;76.5008100;76.2110000;76.3945000;9751
27/10/20;01:00:00;76.4056000;76.4326000;76.1140000;76.3782000;358
27/10/20;02:00:00;76.3751000;76.4912000;76.1140000;76.4256000;512
27/10/20;03:00:00;76.4223000;76.4805000;76.2370000;76.2520000;550
27/10/20;04:00:00;76.4359000;76.5009000;76.1140000;76.2570000;291
27/10/20;05:00:00;76.3735000;76.4230000;76.2540000;76.2690000;400
27/10/20;06:00:00;76.2680000;76.4197000;76.2570000;76.2650000;277
27/10/20;07:00:00;76.2670000;76.4173000;76.2580000;76.2650000;374
27/10/20;08:00:00;76.2650000;76.4062000;76.2610000;76.2710000;538
27/10/20;09:00:00;76.2710000;76.4045000;76.2470000;76.2580000;337
27/10/20;10:00:00;76.2610000;76.4361000;76.2330000;76.3090000;1398
27/10/20;11:00:00;76.3444000;76.5455700;76.1940000;76.4275000;97662
27/10/20;12:00:00;76.4131000;76.5758000;76.3810000;76.4675000;104739
27/10/20;13:00:00;76.5129100;76.6146800;76.4050000;76.5371000;90136
27/10/20;14:00:00;76.5835700;76.6002700;76.4201000;76.4872100;66032
27/10/20;15:00:00;76.4379000;76.4907100;76.2381000;76.3391000;56780
27/10/20;16:00:00;76.3388000;76.5377700;76.3220000;76.5275000;69012
27/10/20;17:00:00;76.5174000;76.9334700;76.4290000;76.8037000;76136
27/10/20;18:00:00;76.7833000;77.1819800;76.7419000;77.1115600;57834
27/10/20;19:00:00;77.1117000;77.1818100;76.8311000;76.8990000;54243
27/10/20;20:00:00;76.8992000;77.0951300;76.8900000;77.0600000;53876
27/10/20;21:00:00;77.0728000;77.1914000;77.0064000;77.1027000;56178
27/10/20;22:00:00;77.1024000;77.2456300;77.0547000;77.2277800;36235
27/10/20;23:00:00;77.2136000;77.2950000;77.1400000;77.2438200;33173
28/10/20;00:00:00;77.2300000;77.3100000;77.0540000;77.0540000;7718
28/10/20;01:00:00;77.2618000;77.2859000;77.0040000;77.1880000;4421
28/10/20;02:00:00;77.2608000;77.2760000;76.9530000;77.1790000;348
28/10/20;03:00:00;77.1790000;77.3347000;77.1400000;77.3161000;108
28/10/20;04:00:00;77.2750000;77.3166000;77.1780000;77.2120000;168
28/10/20;05:00:00;77.2120000;77.4200000;77.1990000;77.3637000;311
28/10/20;06:00:00;77.3320000;77.4224000;77.2980000;77.3500000;165
28/10/20;07:00:00;77.3430000;77.4602000;77.3300000;77.4030000;243
28/10/20;08:00:00;77.4087000;77.4841000;77.2900000;77.3300000;392
28/10/20;09:00:00;77.4008000;77.4209000;77.3140000;77.3420000;182
28/10/20;10:00:00;77.3993000;77.5270000;77.3200000;77.4750000;1026
28/10/20;11:00:00;77.4980000;77.5653600;77.3490000;77.5200000;82592
28/10/20;12:00:00;77.5200000;77.9012100;77.4420000;77.7350000;82584
28/10/20;13:00:00;77.7350000;78.1564100;77.6942000;78.1200000;78718
28/10/20;14:00:00;78.1200000;78.4950000;78.0141000;78.4692000;85792
28/10/20;15:00:00;78.4841000;78.5703400;78.1989000;78.3475000;69497
28/10/20;16:00:00;78.3325000;78.9180100;78.2638000;78.7575000;91358
28/10/20;17:00:00;78.7660000;78.8390000;78.4449000;78.6206000;91581
28/10/20;18:00:00;78.6388000;78.9254100;78.5712000;78.6819000;107006
28/10/20;19:00:00;78.7260000;78.7642600;78.4835000;78.6847000;80539
28/10/20;20:00:00;78.7120000;78.8700000;78.5461000;78.7599000;70533
28/10/20;21:00:00;78.7738200;78.9862400;78.7272000;78.8750000;53109
28/10/20;22:00:00;78.8750000;79.1428500;78.8069000;79.0937500;60856
28/10/20;23:00:00;79.0727000;79.1858200;78.9480000;79.1826900;39853
29/10/20;00:00:00;79.1775000;79.2380000;78.6438000;78.8400000;20490
29/10/20;01:00:00;79.1276000;79.1400000;78.6747000;78.9040000;297
29/10/20;02:00:00;78.9090000;79.1315000;78.8130000;79.0637000;192
29/10/20;03:00:00;79.0411000;79.1386000;78.8130000;79.0407000;280
29/10/20;04:00:00;79.0422000;79.1162000;78.9120000;79.1070000;141
29/10/20;05:00:00;79.0777000;79.1577000;78.9080000;79.0658000;251
29/10/20;06:00:00;78.9090000;79.1351000;78.8020000;79.0633000;345
29/10/20;07:00:00;79.0630000;79.1128000;78.8900000;79.0045000;138
29/10/20;08:00:00;79.0051000;79.0760000;78.6920000;79.0084000;138
29/10/20;09:00:00;79.0623000;79.0710000;78.8020000;78.9779000;705
29/10/20;10:00:00;78.9040000;78.9969000;78.5680000;78.7386000;1748
29/10/20;11:00:00;78.7466000;78.8900000;78.5397000;78.8425000;97619
29/10/20;12:00:00;78.8007000;79.5706300;78.7075000;79.4500000;102045
29/10/20;13:00:00;79.4524600;79.6025000;79.2160000;79.3355000;95863
29/10/20;14:00:00;79.3750000;79.5418100;79.1961000;79.2550000;97565
29/10/20;15:00:00;79.2550000;79.5262700;79.1780000;79.5125000;82038
29/10/20;16:00:00;79.5125000;79.7080000;79.2746000;79.4000000;64543
29/10/20;17:00:00;79.4000000;79.5912100;79.2684000;79.3225000;73935
29/10/20;18:00:00;79.3062000;79.3730000;78.5518000;78.8450000;87676
29/10/20;19:00:00;78.8450000;79.1980000;78.7999000;79.1621100;76078
29/10/20;20:00:00;79.1614500;79.1614500;78.9120000;78.9733000;70431
29/10/20;21:00:00;78.9448000;79.1523000;78.9384000;79.0089000;49510
29/10/20;22:00:00;79.0500000;79.0696100;78.7243000;78.9264800;49060
29/10/20;23:00:00;78.9128000;78.9264900;78.6411000;78.7760000;33867
30/10/20;00:00:00;78.7891000;78.9930000;78.6630000;78.7400000;18159
30/10/20;01:00:00;78.8592000;78.9520000;78.6060000;78.9287000;544
30/10/20;02:00:00;78.6960000;78.8997000;78.6120000;78.6250000;351
30/10/20;03:00:00;78.6250000;78.9434000;78.6250000;78.8533000;1095
30/10/20;04:00:00;78.8503000;78.9572000;78.6710000;78.7070000;1242
30/10/20;05:00:00;78.7080000;78.9195000;78.6870000;78.7260000;1357
30/10/20;06:00:00;78.7260000;78.9225000;78.7060000;78.7570000;731
30/10/20;07:00:00;78.8140000;78.9111000;78.7050000;78.7150000;878
30/10/20;08:00:00;78.7290000;78.9120000;78.6030000;78.6780000;1942
